mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,centroid,category
0.9006097748389638,0.26197207310227527,0.6242037201907034,0.28136380268908134,0.5921126828753601,0.29764977874626725,0.6596191217194538,0.6222366735327255,0.6483795395660054,0.5670557926142051,0.5328165135241525,0.4168577500726158,0.6020046090788392,0.516060129566928,0.7526192328644201,0.6040516985129701,5
0.7593000037707962,0.7695763405398298,0.7885024448843906,0.3167579028257124,0.6500218452134882,0.3553477004684148,0.5790381573939037,0.27991493094659364,0.3205190769257675,0.3937393445874802,0.5170398135333063,0.35321509368643095,0.41601819191628214,0.38097562082795866,0.5197479465245295,0.18303330288205194,6
0.8704638479725058,0.6612221114060819,0.1553412388548457,0.6574988221464777,0.23872051322191878,0.6724631329118593,0.3865562108741865,0.4832271068125871,0.3714621198320614,0.3910064235072674,0.5843119159885369,0.43140836593959525,0.4365768338163097,0.4240876635803239,0.7713997346644361,0.5394571326559505,2
0.8032541823657656,0.7068769710062293,0.4227069932523603,0.6582323522930814,0.26747186783064003,0.4368038607451698,0.4310325507207336,0.4808070389285434,0.48112893110386123,0.3559510908377341,0.5897668605427694,0.3954331877901204,0.37686920622487247,0.3919337329937306,0.6673828860311314,0.3251107493882778,8
0.8839422172753029,0.6467279982746466,0.1894406557083094,0.6455298728039126,0.23699786872167644,0.6453379357919441,0.36771561596839425,0.4078210933106811,0.4299418186981041,0.47047679088438615,0.5230648758184915,0.3152202678084626,0.49323313594910945,0.6635019184192118,0.7489150852642473,0.443506106050305,8
0.682276197405296,0.8006734579379932,0.6454973029957923,0.48867684360901986,0.414848301164869,0.3998576470438547,0.38622538129813805,0.20982662448592018,0.4768508982054453,0.42191589185140443,0.5811824444320932,0.3437254545285224,0.391234404649167,0.3766142521673799,0.6799213371616875,0.22174156492927183,10
0.7822115274530094,0.8246321672969541,0.5009246092540356,0.5399318919881273,0.3901850057811539,0.4382620396826029,0.6356953069934311,0.36316061540055117,0.4967590765029125,0.49162114285287783,0.6893224138679591,0.41461317119691954,0.5461560591700333,0.35763034478610733,0.776315742186556,0.21413765453173214,6
0.8187128757015636,0.4342398978692025,0.8223488943241997,0.26422421312480315,0.5794611679223645,0.3487945401592685,0.6244218926385862,0.3735953973611727,0.4546566804496604,0.6087962108318857,0.704736073811451,0.5778516147501815,0.465962462248043,0.4118523889342632,0.7262581612708229,0.2930025305644326,5
0.8801399051309972,0.7475688140072239,0.24446669824876213,0.6318899913883333,0.17339862089511354,0.5220733440031197,0.4080226308632388,0.3351739612922783,0.3924626401816295,0.3832089128169582,0.6545723451909754,0.4100482090713972,0.4785011723800101,0.48369166395380836,0.7036676595766765,0.45539053219930786,7
0.8722398408784485,0.335357642539166,0.5669464260892093,0.2997023093365938,0.5599690702610275,0.26390034089379216,0.7802852982941403,0.4059875267911945,0.37860079231874233,0.41272851863203736,0.4796900832176271,0.323343407561755,0.49969595216670787,0.5629038701922398,0.7262800027149613,0.4760727785765921,5
