mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,centroid,category
-30.49479841136243,1.9118285294803061,2.2351402615721976,0.305815176716097,0.6923092604718104,1.2013460991362739,0.5957645065242237,0.11463996284550171,0.660700775422691,0.3678386620491868,0.4310010560444048,0.37966561122498577,0.22086248964447083,0.31865463573659125,-0.20165754925228752,0.28531649433630957,Pop
-27.49080880412164,0.37824895343875237,1.7604089287564992,1.3251738274766447,0.5415844074854418,0.8701284586780659,1.0280382905683154,0.5261036820883562,0.4828283148780269,0.6109192774678235,0.43053748282915405,0.22384285145068794,0.09385611013679156,0.11994092039964342,0.07537014269805582,0.3183668907631331,Pop
-27.739154924981992,1.7909561954365827,1.5164491344904498,1.2270528578082993,0.954787001109716,1.1446493510388116,0.6915540296725051,0.5395044960441513,0.27333057874868566,0.15447499279975324,0.17737949165627967,0.31193839369221005,0.1377651423328819,0.06801534825003394,0.06522304979443663,0.26698233230994556,Pop
-34.17760925298016,6.808098770930689,3.0546708211906677,-0.1896351477451155,-0.5132765428379863,0.8942745581113245,0.8239353128533896,-0.16474261995199338,0.1778752632192791,0.6356889351958762,0.14219983785374735,0.2930746447217919,0.263945485284248,0.2513249398849236,0.24969986428764368,0.16547755138432194,Pop
-27.62686407958117,3.925774674036892,1.9539693086725436,0.9415001662905625,0.4365768617312181,0.6434320393634018,0.5099456916833953,0.21312463115376104,0.5020064302909366,0.28860240353567945,0.2349256953025914,0.25934964527773646,-0.04208993929342905,-0.013687709052412815,0.017327244222822683,0.21736634153787776,Pop
-39.53948243135995,5.439366161030729,1.4404681727282893,1.3408737136944393,0.9597515182767674,1.0657499029854367,0.7286594600194392,0.6222536435609947,0.6276801635086408,0.7047501744248519,0.24226495523125474,0.20570307067940333,0.2712231485662886,0.13477673127763912,0.02910086226002318,0.15889540005241298,Pop
-36.31894090587776,4.282506981389974,1.2369961286864155,1.594215209896454,1.144781351393754,0.6705486943274429,0.6991531280426926,0.41042572853165404,0.44460184477174164,0.44924557134104526,0.627753668577307,0.47841469561140093,0.05234748732232558,0.1459919800128537,0.16263650624485493,0.16004489181382234,Pop
-36.601725549724875,4.6751032353385895,2.722422978968131,1.0038244731040018,0.22789454920195143,0.7021387604654665,0.5563939641627061,0.322961053954921,0.33375939819699213,0.4218263547121734,0.044941020682196985,-0.10880097961714359,-0.07072460153353098,-0.14370599390340066,-0.18132786350672586,0.17663372083652604,Pop
-29.18754328565529,3.0516600048591114,2.129185444787829,1.0503382793224485,0.47676123594869635,0.6580926855133455,0.6772275877952844,0.49427863389812743,0.4376306756937122,0.31213679287572266,0.40513821463232247,0.2194413430128124,0.2871184916672616,0.3429059377308336,0.10710207097830798,0.2159192969437054,Pop
-28.02131641880978,2.5730168882796804,0.6941732189636588,1.0737821462837962,0.5203923188598786,0.6248018906510704,0.5825390458103379,0.4133443273408174,0.44324605819805957,0.4283065959194148,0.3300695859462803,0.29882630779571073,0.1969296413329178,-0.024251228662864017,-0.02254610453130097,0.29356554131095147,Pop
-32.6900889669415,5.110292971881858,1.7513985715006515,1.1055848240565667,0.9424758547685678,0.30685994801801,0.6465463198888828,0.39259213572121326,0.3464913822891974,0.26158794321152884,0.5314064760753433,0.5636123178098392,0.319969784713338,0.15481773505023103,-0.027415448641901867,0.15870215392629344,Pop
-37.645545454052424,5.217710425490014,3.0951952431927907,0.9409941713188309,1.1776733498381629,1.443424302122474,0.7404884639947533,0.21281185804741043,0.3013114913146038,-0.17581456313080587,0.13422624492582147,-0.07077957298298866,-0.26087416087221926,-0.03559968879356816,-0.1007468634953319,0.1607452803468234,Pop
-29.640751319556795,4.6916918627121325,1.8735173376780623,1.0845554767961711,-0.17623719358944037,0.25139103516217975,0.6131527317282196,0.20064746886209206,0.3666970584118068,0.16415919310746718,0.13313376780511388,0.2331072434152293,0.1944275017525287,0.013350080944993526,0.052553532666012995,0.2103790987911641,Pop
-35.02700379235161,2.555014220377498,2.203617855842945,2.2120807844981165,0.7298543260595175,0.9068389354294661,1.3826484385135698,0.9274196274109976,0.6798999401224974,0.34422212399200675,0.7458537470630452,0.42401155948338415,0.4727080750423405,0.3055713377196505,0.1743122489867256,0.1439010858526412,Pop
-30.470993210714134,6.011374538136788,1.4224940961048271,1.3929609937912106,0.16318256935712072,0.4948508914156019,0.22359604227311297,0.18286895558603827,0.3097242621980671,0.269382691708456,0.49598819714360914,0.3817901274200027,0.11304583439908478,0.126482511195202,0.07129228994017378,0.1625900626111753,Pop
-28.060883482108828,2.705537319610618,1.8355034591504005,0.6847442246260242,0.9100074028609556,0.6082612970609115,0.6687747611141478,0.33347682881055574,0.1900230609910485,0.4091932609367301,0.16757068605154596,0.07904728540975092,0.126103216577248,-0.007628537784142983,-0.052728179494235895,0.2631055592457815,Pop
